case_id,fraud_type,scenario,modus_operandi,warning_signs,prevention_tips,legal_consequence,keywords,date,region,loss_amount,victim_age,detailed_description
150.0,快递理赔诈骗,大学生接到快递客服电话称包裹含违禁品,要求加微信配合警方调查并提供个人账户,真实警方调查不会通过快递客服转接，不会要求提供账户,①立即挂断电话 ②直接拨打110核实是否有案件 ③不向任何人提供银行账户信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"违禁品,警方,快递,微信,账户信息",2025-08-25,重庆,25000.0,20.0,大学生接到快递客服电话称包裹含违禁品，遇到快递理赔诈骗。被要求加微信配合警方调查并提供个人账户，账户内资金被全部转走。警示信号：真实警方调查不会通过快递客服转接，不会要求提供账户。防范建议：①立即挂断电话 ②直接拨打110核实是否有案件 ③不向任何人提供银行账户信息。
151.0,快递理赔诈骗,大学生网购到假冒商品后要求退款,对方声称退款需要先支付手续费,退款流程不需要任何手续费，卖家无权收取,①在平台内申请退款而非联系卖家私下处理 ②不支付任何名义的手续费 ③向平台客服投诉卖家,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"手续费,退款,假冒,平台,诈骗",2025-09-14,西安,300.0,21.0,大学生网购到假冒商品后要求退款，遇到快递理赔诈骗。对方声称退款需要先支付手续费，支付后消失不再回应。警示信号：退款流程不需要任何手续费，卖家无权收取。防范建议：①在平台内申请退款而非联系卖家私下处理 ②不支付任何名义的手续费 ③向平台客服投诉卖家。
152.0,快递理赔诈骗,大学生收到邮件称中了某电商平台购物奖,点击链接激活账户后发现被要求填写信用卡信息,中奖信息应通过官方APP查看，不点击邮件链接,①登录电商官方APP查询是否有奖励 ②不点击邮件中的激活链接 ③绝不在陌生网站输入信用卡信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"中奖,激活,信用卡,邮件,钓鱼网站",2025-10-06,深圳,6800.0,22.0,大学生收到邮件称中了某电商平台购物奖，遇到快递理赔诈骗。点击链接激活账户后被要求填写信用卡信息，信用卡随即被盗刷。警示信号：中奖信息应通过官方APP查看，不点击邮件链接。防范建议：①登录电商官方APP查询是否有奖励 ②不点击邮件中的激活链接 ③绝不在陌生网站输入信用卡信息。
153.0,游戏账号诈骗,大学生在游戏论坛看到低价出售限定皮肤,对方要求通过私下链接付款后消失,游戏虚拟物品交易应通过官方平台进行，不在第三方链接付款,①只在官方平台购买游戏道具 ②不点击非官方链接 ③核实卖家信誉和交易记录,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"限定皮肤,私下链接,游戏论坛,付款,诈骗,练号,定金,装备不见,开黑",2025-03-08,上海,1200.0,20.0,大学生在游戏论坛看到低价出售限定皮肤，遇到游戏账号诈骗。对方要求通过私下链接付款，付款后消失。警示信号：游戏虚拟物品交易应通过官方平台进行，不在第三方链接付款。防范建议：①只在官方平台购买游戏道具 ②不点击非官方链接 ③核实卖家信誉和交易记录。
154.0,游戏账号诈骗,大学生在游戏中遇到主动提出帮助升级的玩家,以帮助升级为由索要账号密码，登录后更改密码,任何人要求账号密码均为诈骗，不应提供,①绝不将账号密码告知他人 ②升级需求通过官方代练平台 ③开启账号二次验证功能,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"账号密码,代练,升级,盗号,游戏,练号,定金,装备不见,开黑",2025-04-14,北京,3500.0,19.0,大学生在游戏中遇到主动提出帮助升级的玩家，遇到游戏账号诈骗。对方索要账号密码，登录后更改密码并出售账号。警示信号：任何人要求账号密码均为诈骗，不应提供。防范建议：①绝不将账号密码告知他人 ②升级需求通过官方代练平台 ③开启账号二次验证功能。
155.0,游戏账号诈骗,大学生在二手平台购买带装备的游戏账号,交易完成后卖家通过官方申诉找回账号,账号找回风险是游戏账号交易的固有风险,①不购买他人游戏账号 ②了解账号找回机制的风险 ③通过官方平台购买游戏内容,游戏账号不支持转让，购买存在法律和经济双重风险,"账号交易,找回,装备,二手平台,风险,练号,定金,装备不见,开黑",2025-05-20,成都,5600.0,21.0,大学生在二手平台购买带装备的游戏账号，遇到游戏账号诈骗。交易完成后卖家通过官方申诉找回账号，买家既损失金钱又失去账号。警示信号：账号找回风险是游戏账号交易的固有风险。防范建议：①不购买他人游戏账号 ②了解账号找回机制的风险 ③通过官方平台购买游戏内容。
156.0,游戏账号诈骗,大学生在游戏中花费大量时间积累的高价值账号被盗,登录显示账号在异地登录，实为点击了钓鱼链接,游戏官方不会通过第三方链接要求登录,①不点击任何非官方链接 ②开启二次验证和手机绑定 ③定期更改游戏密码,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"钓鱼链接,异地登录,账号被盗,游戏,二次验证,练号,定金,装备不见,开黑",2025-06-28,武汉,8000.0,20.0,大学生游戏账号被盗，遇到游戏账号诈骗。因点击了游戏群里发的钓鱼链接，账号密码泄露，账号内道具被出售。警示信号：游戏官方不会通过第三方链接要求登录。防范建议：①不点击任何非官方链接 ②开启二次验证和手机绑定 ③定期更改游戏密码。
157.0,游戏账号诈骗,大学生通过QQ群加入游戏代刷金币服务,代刷服务要求先付费，完成后声称系统bug拒绝退款,代刷服务违反游戏协议，付费后维权困难,①不参与代刷服务 ②通过正规渠道获取游戏内货币 ③了解游戏规则避免违规操作,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"代刷金币,QQ群,付费,系统bug,退款,练号,定金,装备不见,开黑",2025-07-15,深圳,700.0,18.0,大学生通过QQ群加入游戏代刷金币服务，遇到游戏账号诈骗。代刷服务要求先付费，完成后声称系统bug拒绝退款。警示信号：代刷服务违反游戏协议，付费后维权困难。防范建议：①不参与代刷服务 ②通过正规渠道获取游戏内货币 ③了解游戏规则避免违规操作。
158.0,游戏账号诈骗,大学生被陌生玩家邀请参加游戏内有偿赛事,缴纳报名费后对方发来虚假游戏链接盗取账号,正规游戏赛事通过官方渠道报名，不向个人账户缴费,①通过游戏官网查找官方赛事 ②不向个人账户缴纳报名费 ③不点击陌生玩家发送的链接,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"游戏赛事,报名费,链接,账号盗取,诈骗,练号,定金,装备不见,开黑",2025-08-10,广州,2000.0,22.0,大学生被陌生玩家邀请参加游戏内有偿赛事，遇到游戏账号诈骗。缴纳报名费后对方发来虚假游戏链接盗取账号。警示信号：正规游戏赛事通过官方渠道报名，不向个人账户缴费。防范建议：①通过游戏官网查找官方赛事 ②不向个人账户缴纳报名费 ③不点击陌生玩家发送的链接。
159.0,网络直播诈骗,大学生在直播间看到博主示范投资技巧,被引导进入私密群组后要求充值购买投资课,直播间推荐的投资课程多为虚假宣传，不轻信,①不在直播间购买投资相关课程 ②不加入私密投资群 ③通过正规渠道学习理财知识,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"投资课,直播间,私密群,充值,诈骗",2025-03-25,北京,4500.0,21.0,大学生在直播间看到博主示范投资技巧，遇到网络直播诈骗。被引导进入私密群组后要求充值购买投资课，课程内容为虚假成功案例。警示信号：直播间推荐的投资课程多为虚假宣传，不轻信。防范建议：①不在直播间购买投资相关课程 ②不加入私密投资群 ③通过正规渠道学习理财知识。
160.0,网络直播诈骗,大学生观看某主播直播时被要求充值助力,主播声称集满礼物可获得高额现金返现,打赏返现承诺通常是欺骗行为，返现金额远低于打赏金额,①不轻信主播的返现承诺 ②充值前了解平台规则 ③不受直播间氛围影响冲动消费,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"助力,礼物,返现,直播,主播",2025-04-30,上海,3200.0,20.0,大学生观看某主播直播时被要求充值助力，遇到网络直播诈骗。主播声称集满礼物可获得高额现金返现，实际返现远少于打赏金额。警示信号：打赏返现承诺通常是欺骗行为，返现金额远低于打赏金额。防范建议：①不轻信主播的返现承诺 ②充值前了解平台规则 ③不受直播间氛围影响冲动消费。
161.0,网络直播诈骗,大学生在直播间认识了主播并建立情感联系,主播持续索要礼物声称用于生活困难,网络主播建立情感联系后索要礼物属于情感诈骗,①不对网络主播产生情感依赖 ②不为情感原因大量打赏 ③告知家人或朋友共同判断,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"情感联系,礼物,生活困难,主播,情感诈骗",2025-05-15,成都,15000.0,21.0,大学生在直播间认识了主播并建立情感联系，遇到网络直播诈骗。主播持续索要礼物声称用于生活困难，前后共打赏15000元。警示信号：网络主播建立情感联系后索要礼物属于情感诈骗。防范建议：①不对网络主播产生情感依赖 ②不为情感原因大量打赏 ③告知家人或朋友共同判断。
162.0,网络直播诈骗,大学生在直播间抢购主播推荐的低价商品,付款后收到假冒伪劣商品且无法退款,直播间低价推荐商品需核实店铺资质，谨慎购买,①核实店铺资质和评价 ②通过平台官方渠道购买 ③保留购买凭证维权,消费者权益保护法规定商家需承担假冒商品赔偿责任,"假冒商品,低价,直播购物,退款,维权",2025-06-08,杭州,560.0,20.0,大学生在直播间抢购主播推荐的低价商品，遇到网络直播诈骗。付款后收到假冒伪劣商品，主播和商家均拒绝退款。警示信号：直播间低价推荐商品需核实店铺资质，谨慎购买。防范建议：①核实店铺资质和评价 ②通过平台官方渠道购买 ③保留购买凭证维权。
163.0,网络直播诈骗,大学生在直播间被邀请参加投票活动,对方声称投票达标可获现金奖励但需先充值,任何要求先充值才能领奖的活动均为诈骗,①不参与需要充值才能领奖的活动 ②平台官方活动不要求先充值 ③遇到可疑活动向平台客服举报,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"投票,充值,现金奖励,直播,诈骗",2025-07-19,南京,1800.0,19.0,大学生在直播间被邀请参加投票活动，遇到网络直播诈骗。对方声称投票达标可获现金奖励但需先充值，充值后奖励迟迟不兑现。警示信号：任何要求先充值才能领奖的活动均为诈骗。防范建议：①不参与需要充值才能领奖的活动 ②平台官方活动不要求先充值 ③遇到可疑活动向平台客服举报。
164.0,网络直播诈骗,大学生在直播中被推荐加入VIP粉丝群,群内要求追加充值以解锁专属内容,VIP群内追加充值是常见的直播诈骗手段,①在正式加入付费群前了解退款政策 ②不轻易追加充值 ③通过官方渠道购买会员服务,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"VIP群,追加充值,专属内容,粉丝,直播",2025-08-22,武汉,2400.0,21.0,大学生在直播中被推荐加入VIP粉丝群，遇到网络直播诈骗。群内不断要求追加充值以解锁专属内容，前后共充值2400元但内容均不存在。警示信号：VIP群内追加充值是常见的直播诈骗手段。防范建议：①在正式加入付费群前了解退款政策 ②不轻易追加充值 ③通过官方渠道购买会员服务。
165.0,网络直播诈骗,大学生在平台直播间看到主播中奖后被通知也中奖,要求缴纳个税和手续费才能领取奖品,正规抽奖不会在领奖前收取个税和手续费,①不缴纳任何名义的领奖前置费用 ②直接在平台账户查询中奖记录 ③向平台客服核实中奖信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"中奖,个税,手续费,直播,抽奖",2025-09-30,深圳,2500.0,20.0,大学生在平台直播间看到主播中奖后被通知也中奖，遇到网络直播诈骗。要求缴纳个税和手续费才能领取奖品，缴费后奖品始终未到。警示信号：正规抽奖不会在领奖前收取个税和手续费。防范建议：①不缴纳任何名义的领奖前置费用 ②直接在平台账户查询中奖记录 ③向平台客服核实中奖信息。
166.0,AI换脸诈骗,大学生接到视频电话看到父亲的脸,声称在外出差遇到紧急情况急需转账,通过语音电话单独确认对方身份，视频不可信,①挂断后用另一号码致电家人核实 ②不因紧急情绪直接转账 ③设立家庭暗语用于紧急情况识别,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"AI换脸,视频电话,父亲,转账,紧急",2025-03-22,北京,20000.0,20.0,大学生接到视频电话看到父亲的脸，遇到AI换脸诈骗。对方声称在外出差遇到紧急情况急需转账，挂断后致电父亲才发现被骗。警示信号：通过语音电话单独确认对方身份，视频不可信。防范建议：①挂断后用另一号码致电家人核实 ②不因紧急情绪直接转账 ③设立家庭暗语用于紧急情况识别。
167.0,AI换脸诈骗,大学生收到好友视频电话称手机坏了临时借号,要求代为转账给一个陌生账户说之后还,真实好友借钱不会通过视频要求转给陌生账户,①挂断后用原号码联系好友核实 ②不向陌生账户转账 ③遇到借钱且理由奇特的视频要高度警惕,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"好友,视频,借号,陌生账户,AI换脸",2025-04-16,上海,5000.0,21.0,大学生收到好友视频电话称手机坏了临时借号，遇到AI换脸诈骗。要求代为转账给陌生账户，核实后发现好友并不知情。警示信号：真实好友借钱不会通过视频要求转给陌生账户。防范建议：①挂断后用原号码联系好友核实 ②不向陌生账户转账 ③遇到借钱且理由奇特的视频要高度警惕。
168.0,AI换脸诈骗,大学生接到视频电话对方使用了老师的面孔,声称其因紧急事务需要学生帮忙垫付款项,老师不会通过视频电话向学生借钱,①通过学校官方渠道联系老师核实 ②不因老师身份而降低警惕 ③截图保存后报告学校,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"老师,视频电话,垫付,AI换脸,借钱",2025-05-28,广州,8000.0,22.0,大学生接到视频电话对方使用了老师的面孔，遇到AI换脸诈骗。声称其因紧急事务需要学生帮忙垫付款项，转账后通过学校邮件联系老师才发现是骗局。警示信号：老师不会通过视频电话向学生借钱。防范建议：①通过学校官方渠道联系老师核实 ②不因老师身份而降低警惕 ③截图保存后报告学校。
169.0,AI换脸诈骗,大学生在视频群聊中看到领导的脸发布紧急指令,要求将公款转至指定账户,企业正式付款不会通过视频群聊完成，需走正规审批,①通过公司官方电话核实指令 ②公款转账需走正规审批流程 ③向同事确认是否收到相同指令,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"领导,公款,视频群聊,转账,AI换脸",2025-06-14,深圳,150000.0,23.0,大学生在实习期间在视频群聊中看到领导的脸发布紧急指令，遇到AI换脸诈骗。要求将公款转至指定账户，事后造成公司重大损失。警示信号：企业正式付款不会通过视频群聊完成，需走正规审批。防范建议：①通过公司官方电话核实指令 ②公款转账需走正规审批流程 ③向同事确认是否收到相同指令。
170.0,AI换脸诈骗,大学生接到视频电话显示同学面孔称被警察带走,要求缴纳保释金以尽快放出,任何要求缴纳保释金的电话均为诈骗，应立即报警,①立即挂断并直接拨打同学手机确认 ②不缴纳任何名义的保释金 ③拨打110核实是否有相关案件,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"保释金,同学,警察,视频电话,AI换脸",2025-07-21,成都,30000.0,20.0,大学生接到视频电话显示同学面孔称被警察带走，遇到AI换脸诈骗。要求缴纳保释金以尽快放出，致电同学后发现是骗局，但已转账30000元。警示信号：任何要求缴纳保释金的电话均为诈骗，应立即报警。防范建议：①立即挂断并直接拨打同学手机确认 ②不缴纳任何名义的保释金 ③拨打110核实是否有相关案件。
171.0,AI换脸诈骗,大学生在视频通话中看到名人面孔推荐投资项目,承诺高回报要求立即转账,名人不会通过视频通话向普通人推荐投资，高回报承诺是诈骗特征,①不相信名人视频中的投资推荐 ②高回报投资承诺必有诈 ③通过正规金融机构了解投资渠道,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"名人,投资,高回报,视频通话,AI换脸",2025-08-17,武汉,40000.0,21.0,大学生在视频通话中看到名人面孔推荐投资项目，遇到AI换脸诈骗。承诺高回报要求立即转账，转账后账户被注销。警示信号：名人不会通过视频通话向普通人推荐投资，高回报承诺是诈骗特征。防范建议：①不相信名人视频中的投资推荐 ②高回报投资承诺必有诈 ③通过正规金融机构了解投资渠道。
172.0,电信诈骗,接到自称公检法的电话，声称涉案需要转账,"通过电话冒充公检法人员，声称受害人涉案，需要将资金转入""安全账户""",对方自称公检法，要求转账到安全账户，提供银行卡信息,公检法不会通过电话办案，不会要求转账，要通过官方渠道核实,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,公检法,安全账户,转账",2025-09-01,全国,5000.0,21.0,"犯罪嫌疑人通过改号软件将电话号码改为公检法机关的号码，然后自称是公检法工作人员，声称受害人涉案，需要将资金转入""安全账户""进行""资金清查""。受害人信以为真，按照对方要求转账，造成财产损失。"
173.0,电信诈骗,接到中奖电话，要求先交手续费,声称受害人中奖，需要先交手续费、税费等才能领取奖金,突然接到中奖电话，要求先交钱，中奖信息过于美好,天上不会掉馅饼，中奖需要先交钱的都是诈骗,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,中奖,手续费,税费",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人通过电话告知受害人中了大奖，奖金数额巨大，但需要先交纳手续费、税费、公证费等各种费用才能领取奖金。受害人按照要求汇款后，对方消失，奖金也无法领取。
174.0,电信诈骗,接到骚扰电话，声称可以提高信用卡额度,声称可以帮助提高信用卡额度，需要提供信用卡信息和验证码,主动来电提高额度，要求提供信用卡信息和验证码,不要向陌生人提供信用卡信息和验证码，通过官方渠道申请提额,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,信用卡,提额,验证码",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人冒充银行工作人员，声称可以帮助提高信用卡额度，需要受害人提供信用卡卡号、有效期、安全码等信息，以及短信验证码。获取信息后，嫌疑人会盗刷受害人的信用卡。
175.0,电信诈骗,接到电话，声称家人出事需要汇款,冒充受害人的家人或朋友，声称遇到紧急情况需要汇款,声称家人出事，要求立即汇款，不让与家人直接联系,先与家人直接联系核实情况，不要轻易汇款,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,家人,汇款,紧急情况",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人冒充受害人的子女、父母或朋友，声称遇到车祸、被绑架等紧急情况，需要立即汇款。受害人因担心家人安全，往往会在没有核实的情况下就汇款，造成财产损失。
176.0,电信诈骗,接到电话，声称社保卡、医保卡异常,声称受害人的社保卡、医保卡异常，需要提供个人信息或转账,声称社保、医保异常，要求提供个人信息或转账,通过官方渠道核实社保、医保信息，不要提供个人信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,社保卡,医保卡,异常",2025-09-01,全国,5000.0,21.0,"犯罪嫌疑人冒充社保、医保工作人员，声称受害人的社保卡、医保卡异常，需要提供身份证号、银行卡号等个人信息，或者要求转账到指定账户进行""验证""。获取信息后，嫌疑人会盗刷受害人的银行卡。"
177.0,电信诈骗,接到电话，声称快递丢失需要理赔,声称受害人的快递丢失，需要提供银行卡信息进行理赔,主动来电理赔，要求提供银行卡信息和验证码,通过官方快递渠道核实，不要提供银行卡信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,快递,理赔,银行卡",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人冒充快递公司工作人员，声称受害人的快递丢失，需要进行理赔。要求受害人提供银行卡号、密码、短信验证码等信息，或者点击链接填写信息。获取信息后，嫌疑人会盗刷受害人的银行卡。
178.0,电信诈骗,接到电话，声称贷款审核需要验证,声称受害人的贷款申请需要验证，要求转账或提供个人信息,主动来电贷款审核，要求转账或提供个人信息,通过正规贷款平台申请，不要向陌生人转账,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,贷款,审核,验证",2025-09-01,全国,5000.0,21.0,"犯罪嫌疑人冒充贷款平台工作人员，声称受害人的贷款申请需要验证，要求转账到指定账户进行""流水验证""，或者提供身份证、银行卡等个人信息。受害人按照要求操作后，资金会被转走，或者个人信息被泄露。"
179.0,电信诈骗,接到电话，声称可以退款,声称购买的商品可以退款，需要提供银行卡信息,主动来电退款，要求提供银行卡信息和验证码,通过官方购物平台核实退款信息，不要提供银行卡信息,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,退款,银行卡,验证码",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人冒充购物平台客服，声称受害人购买的商品存在质量问题，可以退款。要求受害人提供银行卡号、密码、短信验证码等信息，或者点击链接填写信息。获取信息后，嫌疑人会盗刷受害人的银行卡。
180.0,电信诈骗,接到电话，声称可以办理助学金,声称可以帮助申请助学金，需要提供个人信息和手续费,主动来电办理助学金，要求提供个人信息和手续费,通过学校官方渠道申请助学金，不要向陌生人交钱,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,助学金,手续费,个人信息",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人冒充教育部门工作人员，声称可以帮助学生申请助学金，需要提供身份证、银行卡等个人信息，以及交纳手续费。受害人按照要求操作后，资金会被转走，或者个人信息被泄露。
181.0,电信诈骗,接到电话，声称可以注销校园贷,声称受害人的校园贷账户需要注销，否则影响征信,主动来电注销校园贷，要求转账或提供个人信息,通过正规平台注销校园贷，不要向陌生人转账,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"电信诈骗,校园贷,注销,征信",2025-09-01,全国,5000.0,21.0,"犯罪嫌疑人冒充金融机构工作人员，声称受害人的校园贷账户需要注销，否则会影响个人征信。要求受害人转账到指定账户进行""清零""，或者提供身份证、银行卡等个人信息。受害人按照要求操作后，资金会被转走，或者个人信息被泄露。"
182.0,网络购物诈骗,在网上购买商品，付款后商家消失,通过虚假电商平台或社交媒体发布低价商品信息，收款后消失,价格过低，要求直接转账，使用非正规支付方式,通过正规电商平台购物，使用平台担保交易,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"网络购物,诈骗,付款,消失",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人在社交媒体、二手交易平台等发布低价商品信息，吸引受害人购买。当受害人付款后，嫌疑人会以各种理由拖延发货，最终消失，受害人既收不到商品，也无法追回货款。
183.0,网络购物诈骗,购买商品后，接到客服电话要求退款,冒充商家客服，声称商品有问题需要退款，诱导受害人操作,主动来电退款，要求提供银行卡信息和验证码,通过官方平台联系客服，不要点击陌生链接,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"网络购物,退款,客服,验证码",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人通过非法渠道获取受害人的购物信息，冒充商家客服，声称商品有质量问题需要退款。诱导受害人点击链接或扫描二维码，填写银行卡信息和短信验证码，从而盗刷受害人的银行卡。
184.0,网络购物诈骗,购买虚拟商品，付款后无法使用,销售游戏账号、充值卡等虚拟商品，收款后账号被找回或卡密无效,虚拟商品价格过低，要求直接转账，不支持平台担保,通过正规平台购买虚拟商品，使用平台担保交易,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"网络购物,虚拟商品,游戏账号,充值卡",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人在网上销售游戏账号、充值卡、会员账号等虚拟商品，以低于市场价格吸引受害人购买。受害人付款后，嫌疑人会找回账号、提供无效卡密，或者直接消失，受害人无法使用购买的虚拟商品。
185.0,网络购物诈骗,参加网上抽奖活动，中奖后要求交手续费,在社交媒体发布虚假抽奖活动，中奖后要求交手续费,中奖信息过于容易，要求先交手续费、税费,不要相信天上掉馅饼，中奖需要先交钱的都是诈骗,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"网络购物,抽奖,中奖,手续费",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人在社交媒体发布虚假抽奖活动，声称受害人中奖，奖品价值高昂，但需要先交纳手续费、税费、公证费等各种费用才能领取奖品。受害人按照要求汇款后，对方消失，奖品也无法领取。
186.0,网络购物诈骗,购买二手商品，付款后卖家消失,在二手交易平台发布虚假商品信息，收款后消失,二手商品价格过低，要求直接转账，拒绝平台担保,使用平台担保交易，不要直接转账给卖家,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"网络购物,二手商品,付款,消失",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人在二手交易平台发布虚假的二手商品信息，如手机、电脑、奢侈品等，以低于市场价格吸引受害人。要求受害人直接转账，或者使用平台外的支付方式。受害人付款后，嫌疑人消失，受害人既收不到商品，也无法追回货款。
187.0,网络购物诈骗,购买商品后，被要求确认收货后返现,声称确认收货后可以返现，诱导受害人确认收货,要求提前确认收货，返现金额过高,收到商品后再确认收货，不要相信返现诱惑,诈骗罪，处3年以下有期徒刑、拘役或管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处3年以上10年以下有期徒刑，并处罚金,"网络购物,确认收货,返现,诱导",2025-09-01,全国,5000.0,21.0,犯罪嫌疑人在网上销售商品时，声称只要受害人确认收货并给好评，就可以返现一定金额。受害人按照要求确认收货后，嫌疑人会以各种理由拖延返现，最终消失。此时受害人已经确认收货，无法通过平台申请退款。
